transcript	strand	start	end	wbgene	label	locus	cross	chrom	peak.bp	from	to
Y71G12A.2a.1	+	1900310	1900454	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1902510	1902898	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1902510	1902898	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1902510	1902898	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1904337	1904602	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1904345	1904602	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1904345	1904602	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1904345	1904602	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1906018	1906240	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1906018	1906240	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1906018	1906240	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1906018	1906240	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1908199	1908505	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1908199	1908505	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1908199	1908505	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1908199	1908505	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1910215	1910468	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1910215	1910468	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1910215	1910468	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1910215	1910468	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y51F10.7.1	-	1911684	1911944	WBGene00021768	Y51F10.7	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y51F10.7.1	-	1913436	1913935	WBGene00021768	Y51F10.7	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.4	+	1916417	1917128	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1917034	1917128	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1917034	1917128	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1917034	1917128	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1917034	1917128	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1917750	1918231	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1917750	1918231	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1917750	1918231	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1917750	1918231	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.4	+	1917750	1918231	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1919230	1919339	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1919230	1919339	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1919230	1919339	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1919230	1919339	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.4	+	1919230	1919339	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1922785	1923089	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1922785	1923091	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.3	+	1922785	1923096	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.4	+	1922785	1923096	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1922785	1923240	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y51F10.5.1	+	1924300	1924525	WBGene00021766	hex-4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y51F10.5.1	+	1925969	1926274	WBGene00021766	hex-4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
